course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
N/A,HSME UN2915 AFRICA BEFORE COLONIALISM. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This course is an interdisciplinary exploration of the precolonial history of the African continent. It investigates in-depth the political, social, cultural and economic developments of different Africa communities, covering various regions and periods, from prehistory to the formation of the Indian Ocean and Atlantic worlds. Its focus is the intersection of politics, economics, culture and society. Using world history and Africa’s location in the production of history as key analytical frames, it pays special attention to social, political and cultural changes that shaped the various individual and collective experiences of African peoples and states and the historical discourses associated to them",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES UN3048 Pandemics: A Global History. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"With an interdisciplinary perspective, this course seeks to expand the understanding of past pandemic crises and recent, lived pandemics such as COVID-19. COVID-19 has brought up urgent questions about how we can understand and historicize pandemics and trace the changing relationship between disease and its vectors, humans and their environments. This course seeks to expand the understanding of past and recent pandemics through a historical lens that traces the deep seated racial and class disparities, social and cultural stigma, and political responses and control that they were expressed and deployed during these historical crises. It seeks to understand and analyze pandemics as representing complex, disruptive and devastating crises that effect profound transformations in ideas, social and economic relations and challenge interdependent networks and cultures. Pandemics are balanced in a global-local flux between dramaturgic, proliferating, contagious outbreaks; and endemic, chronic infections that have prolonged periods of latency before again remerging through new transmissions. They also serve as a crucial lens to analyze a range of historical connections, ensions and movements ranging from colonialism and the politics of borders, global capitalism and labor, migration and mobility, decolonization and development, and neoliberalism and global health politics",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES UN3121 Literature and Cultures of Struggle in South Africa. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,CLME UN3221 ARABIC LITERATURE AS WORLD LITERATURE. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This seminar focuses on Arabic literature in the world, as World Literature. The focus will be on pre-modern and modern Arabic literary works that traveled and circulated and were adapted to and acquired individual meanings in different cultures. We will look at literary works that achieved ‘worldliness’ through either writing back to the center or through international literary prizes. We will consider how literary works travel and circulate through their fusion with regional concepts, or even take on new meanings at different times and places. Admittedly, also, we will look into the strengths, weaknesses, and criticism surrounding World Literature",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES UN3421 Islamic Central Asia. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES UN3445 SOCIETIES/CULTRS: INDIAN OCEAN. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This course introduces the Indian Ocean as a region linking the Middle East, East Africa, South and Southeast Asia. With a focus on both continuities and rupture from the medieval to the modern period, we study select cultures and societies brought into contact through interregional migration and travel from the 10th to 20th centuries. Different types of people - nobles, merchants, soldiers, statesmen, sailors, scholars, slaves - experienced mobility in different ways. How did different groups of people represent such mobilities? What kinds of political, economic, and social cooperation, accommodation or conflict did different Indian Ocean encounters engender? We read some of the newest humanities and social science scholarship, as well as primary sources ranging from manuscript illustrations, sailor’s stories, merchant letters, travelogues, pilgrimage accounts, colonial documents, memoirs, and diplomatic accounts",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES UN3644 Visual Cultures of Modern South Asia. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES UN3923 CNTRL QUESTIONS IN ISLAMIC LAW. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Through detailed discussions of certain landmarks in Islamic legal history (e.g. origins; early formation; sources of law; intellectual make-up; the workings of court; legal change; women in the law; legal effects of colonialism; modernity and legal reform, etc.), the course aims at providing an introductory but integrated view of Islamic law, a definition, so to speak, of what it was/is. Please note, this course must be taken for a letter grade",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES GU4049 Climate and Empire. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Climate change destabilizes the ontic certainty of this world, time, and history. This course in MESAAS will introduce students to the literature on climate change and its relationship to ontology, religion, violence, politics, and gender. We will explore the resilience and limitations of various theoretical approaches as they relate to empirical cases. Students will become familiarized with important arguments that have been advanced to explain climate change in its more recent incarnations in the Middle East and Asia. How have different trajectories of understanding climate change led to different kinds of political cultures and governing institutions? Have some qualities of the “environment” or “climate” remained the same throughout history and across the globe? What is the role of colonialism in modern understandings of climate change? The core of this course will seek to develop a mode of conceptualizing the present by rendering relevant geological time in addition to historical time, earth’s history in addition to world’s history. The course begins with the question of how the “climate” has been historically and ethnographically conceptualized in various intellectual trajectories of human sciences. We consider how religion is connected to environmental change, how the “human” and “non human” are conceptualized in various ontologies, and how religious norms and ethics enact environmental practices. We interrogate the everyday sociality of climate adaption and how climate conflict informs social, political, and environmental citizenship. The course concludes by contemplating the creative ways of being in this new world. We study the innovative forms of cosmopolitan neo-humanism (post- humanism) that emerge from the specter of environmental change",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES GU4151 DEBATES ON CAPITALISM. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Within the literature on the history of capitalism there is a lively debate that seeks to explain the world-historical transition from feudal and tributary modes of production to the capitalist mode of production. Substantial issues raised in this debate include the question of whether capitalism can be characterized as a mode of production dominated by the exploitation of free labour; the role of international trade in the origin and development of capitalism; and the role of agriculture in promoting a transition to capitalism. Through the publication of two key texts in the late 1970s Robert Brenner's proposition that capitalism had its origins in English agriculture came to dominate the transition debate. More recently, however, there have been a number of publications that seek to challenge the Anglo-centric and Eurocentric tendencies of the entire transition debate. This course begins with the Brenner debates and then takes up revisions, critiques and challenges to that debate. Ultimately, the aim of the course is to more clearly understand the place of non-European polities and peoples in the history and development of capitalism",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,MDES GU4160 Major Debates in the Study of Africa. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
N/A,CLME GU4221 Literary Encounters and Reading across the Wor(l)ds. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"The focus of this seminar will be exploring the conception of encounters, and contact zones, throughout a selection of Arabic literary works. The course will explore the history of translation in Arabic literary history, the introduction of prose and its development; the Arabic readerly culture; the colonial encounter and its effect on language and form of literature. We will not read encounter as one-way traffc only, but we will also read it as a two-way process. We will read non-Arabic works that were influenced by the texts we are reading and their literary reception in other literary traditions. We will also consider the institution of literary prizes as a form of encounter and analyze the power of celebrity culture on the readership of the contemporary Arabic novel",https://bulletin.columbia.edu/columbia-college/departments-instruction/middle-eastern-south-asian-african-studies/
